2018-2019,505,Philadelphia Military Academy,Network 5,All Grades,286,24,8.39,262,91.61,39,13.64,247,86.36,118,41.26,168,58.74,0,0.00,2,0.70,161,56.29,102,35.66,9,3.15,0,0.00,12,4.20,100.00
2018-2019,502,Thomas A. Edison High School,Acceleration,All Grades,1057,331,31.32,726,68.68,386,36.52,671,63.48,431,40.78,626,59.22,0,0.00,3,0.28,286,27.06,716,67.74,40,3.78,0,0.00,12,1.14,100.00
2018-2019,448,Overbrook Educational Center,Network 2,All Grades,294,5,1.70,289,98.30,83,28.23,211,71.77,151,51.36,143,48.64,0,0.00,2,0.68,246,83.67,10,3.40,29,9.86,0,0.00,7,2.38,95.78
2018-2019,446,Tanner G. Duckrey School,Network 4,All Grades,585,0,0.00,585,100.00,45,7.69,540,92.31,269,45.98,316,54.02,0,0.00,1,0.17,547,93.50,11,1.88,12,2.05,2,0.34,12,2.05,100.00
2018-2019,444,Dr. Ethel Allen School,Acceleration,All Grades,443,0,0.00,443,100.00,46,10.38,397,89.62,230,51.92,213,48.08,1,0.23,0,0.00,422,95.26,6,1.35,9,2.03,0,0.00,5,1.13,100.00
2018-2019,438,Thomas M. Peirce School,Network 11,All Grades,437,3,0.69,434,99.31,48,10.98,389,89.02,216,49.43,221,50.57,0,0.00,0,0.00,416,95.19,8,1.83,9,2.06,0,0.00,4,0.92,100.00
2018-2019,437,Overbrook School,Network 2,All Grades,238,0,0.00,238,100.00,19,7.98,219,92.02,109,45.80,129,54.20,1,0.42,0,0.00,226,94.96,2,0.84,7,2.94,0,0.00,2,0.84,100.00
2018-2019,436,Kenderton Elementary School,Network 11,All Grades,459,2,0.44,457,99.56,101,22.00,358,78.00,207,45.10,252,54.90,5,1.09,1,0.22,405,88.24,17,3.70,19,4.14,1,0.22,11,2.40,100.00
2018-2019,435,E. Washington Rhodes School,Acceleration,All Grades,497,0,0.00,497,100.00,113,22.74,384,77.26,225,45.27,272,54.73,0,0.00,0,0.00,454,91.35,16,3.22,24,4.83,1,0.20,2,0.40,100.00
2018-2019,432,Robert E. Lamberton School,Network 2,All Grades,502,44,8.76,458,91.24,121,24.10,381,75.90,208,41.43,294,58.57,0,0.00,4,0.80,419,83.47,23,4.58,32,6.37,0,0.00,24,4.78,100.00
2018-2019,428,Samuel Gompers School,Network 2,All Grades,311,5,1.61,306,98.39,65,20.90,246,79.10,144,46.30,167,53.70,1,0.32,2,0.64,280,90.03,9,2.89,15,4.82,0,0.00,4,1.29,100.00
2018-2019,424,Lewis C. Cassidy Academics Plus School,Network 2,All Grades,437,15,3.43,422,96.57,67,15.33,370,84.67,203,46.45,234,53.55,1,0.23,0,0.00,407,93.14,10,2.29,13,2.97,0,0.00,6,1.37,100.00
2018-2019,406,Murrell Dobbins Career and Technical High School,Network 4,All Grades,713,21,2.95,692,97.05,105,14.73,608,85.27,434,60.87,279,39.13,0,0.00,3,0.42,616,86.40,67,9.40,20,2.81,0,0.00,7,0.98,100.00
2018-2019,402,Overbrook High School,Network 13,All Grades,485,5,1.03,480,98.97,162,33.40,323,66.60,223,45.98,262,54.02,0,0.00,2,0.41,457,94.23,6,1.24,7,1.44,0,0.00,13,2.68,100.00
2018-2019,269,John H. Taggart School,Network 12,All Grades,451,165,36.59,286,63.41,51,11.31,400,88.69,209,46.34,242,53.66,0,0.00,227,50.33,64,14.19,99,21.95,35,7.76,0,0.00,26,5.76,100.00
2018-2019,268,The Science Leadership Academy at Beeber,Innovation,All Grades,541,20,3.70,521,96.30,57,10.54,484,89.46,272,50.28,269,49.72,1,0.18,17,3.14,363,67.10,50,9.24,32,5.91,0,0.00,78,14.42,72.75
2018-2019,263,George W. Sharswood School,Network 10,All Grades,511,65,12.72,446,87.28,117,22.90,394,77.10,255,49.90,256,50.10,3,0.59,93,18.20,58,11.35,77,15.07,34,6.65,2,0.39,244,47.75,100.00
2018-2019,254,Francis S. Key School,Network 12,All Grades,460,272,59.13,188,40.87,37,8.04,423,91.96,193,41.96,267,58.04,0,0.00,192,41.74,42,9.13,150,32.61,19,4.13,0,0.00,57,12.39,100.00
2018-2019,224,F. Amedee Bregy School,Network 12,All Grades,334,5,1.50,329,98.50,93,27.84,241,72.16,152,45.51,182,54.49,4,1.20,24,7.19,193,57.78,15,4.49,46,13.77,0,0.00,52,15.57,100.00
2018-2019,219,D. Newlin Fell School,Network 10,All Grades,569,138,24.25,431,75.75,69,12.13,500,87.87,270,47.45,299,52.55,1,0.18,211,37.08,76,13.36,129,22.67,39,6.85,1,0.18,112,19.68,100.00
2018-2019,216,Furness High School,Network 13,All Grades,657,310,47.18,347,52.82,104,15.83,553,84.17,265,40.33,392,59.67,0,0.00,274,41.70,133,20.24,177,26.94,9,1.37,0,0.00,64,9.74,100.00
2018-2019,144,Penrose School,Network 10,All Grades,481,39,8.11,442,91.89,116,24.12,365,75.88,238,49.48,243,50.52,3,0.62,16,3.33,396,82.33,12,2.49,43,8.94,0,0.00,11,2.29,100.00
2018-2019,140,John M. Patterson School,Network 10,All Grades,506,45,8.89,461,91.11,33,6.52,473,93.48,228,45.06,278,54.94,0,0.00,30,5.93,432,85.38,15,2.96,19,3.75,0,0.00,10,1.98,100.00
